,Restaurants,Average Ratings,Number Of Reviews,Price Per Person,Review Average,Review_1,Review_2,Review_3,Review_4,Review_5,Review_6,Review_7,Review_8,Review_9,Review_10,Review_11,Review_12,Review_13,Review_14,Review_15,Review_16,Review_17,Review_18,Review_19,Review_20,Review_Average,Yelp Bias,Veg
96,https://www.yelp.com/biz/lim%C3%B3n-rotisserie-san-francisco-3?osq=Restaurants,4,3158,2,4.35,5,5,4,3,4,5,4,5,4,5,4,5,3,5,5,4,4,4,5,4,4.35,-0.35,FALSE
97,https://www.yelp.com/biz/burma-superstar-san-francisco-2?osq=Restaurants,4,6695,2,4.65,5,5,3,4,4,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4.65,-0.65,FALSE
98,https://www.yelp.com/biz/inovino-san-francisco?osq=Restaurants,4.5,148,2,4.2,5,4,5,2,2,4,5,5,5,4,3,4,2,5,5,5,5,5,4,5,4.2,0.3,FALSE
99,https://www.yelp.com/biz/mamo-san-francisco?osq=Restaurants,5,88,2,4.85,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4.85,0.15,FALSE
100,https://www.yelp.com/biz/suppenk%C3%BCche-san-francisco-2?osq=Restaurants,4,3112,2,3.95,5,4,3,3,3,5,4,5,4,5,5,2,3,4,3,5,4,4,3,5,3.95,0.05,FALSE
101,https://www.yelp.com/biz/lol%C3%B3-san-francisco-4?osq=Restaurants,4,2140,2,4.6,5,5,5,4,5,5,5,4,5,3,5,4,4,5,4,5,5,5,4,5,4.6,-0.6,FALSE
102,https://www.yelp.com/biz/the-front-porch-san-francisco?osq=Restaurants,4,2785,2,4,5,2,5,3,3,5,4,3,5,4,3,4,4,5,5,5,4,4,4,3,4,0,FALSE
103,https://www.yelp.com/biz/tuba-authentic-turkish-restaurant-san-francisco?osq=Restaurants,4.5,1009,2,4.05,5,4,5,5,4,5,5,4,3,5,5,1,4,5,1,4,5,5,2,4,4.05,0.45,FALSE
104,https://www.yelp.com/biz/daeho-kalbijjim-and-beef-soup-san-francisco-9?osq=Restaurants,4.5,599,2,4.55,5,3,4,5,5,5,5,5,5,5,3,5,4,4,4,5,5,5,5,4,4.55,-0.05,FALSE
105,https://www.yelp.com/biz/delarosa-san-francisco?osq=Restaurants,4,1496,2,4.05,4,4,1,5,4,5,5,4,5,3,4,4,3,5,4,4,4,5,4,4,4.05,-0.05,FALSE
106,https://www.yelp.com/biz/nara-restaurant-and-sake-bar-san-francisco?osq=Restaurants,4.5,1003,2,4.25,5,3,4,3,5,4,4,4,3,5,5,4,4,5,4,5,5,5,5,3,4.25,0.25,FALSE
107,https://www.yelp.com/biz/tropisueno-san-francisco-8?osq=Restaurants,4,4381,2,4.1,4,3,2,4,4,5,4,3,5,4,4,4,3,5,5,4,5,5,4,5,4.1,-0.1,FALSE
108,https://www.yelp.com/biz/pier-market-seafood-restaurant-san-francisco?osq=Restaurants,4,2027,2,4.15,4,5,4,5,3,5,5,4,5,2,4,5,4,3,4,3,4,5,4,5,4.15,-0.15,FALSE
109,https://www.yelp.com/biz/sotto-mare-oysteria-and-seafood-san-francisco?osq=Restaurants,4.5,3666,2,4.65,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,4,4,4,4,4.65,-0.15,FALSE
110,https://www.yelp.com/biz/starbelly-san-francisco?osq=Restaurants,4,1810,2,3.75,4,3,3,3,3,3,3,4,4,4,4,3,4,4,5,5,5,4,3,4,3.75,0.25,FALSE
111,https://www.yelp.com/biz/san-tung-san-francisco-2?osq=Restaurants,4,6745,2,4.4,5,4,5,5,4,4,5,4,4,5,4,5,4,5,4,5,5,4,3,4,4.4,-0.4,FALSE
112,https://www.yelp.com/biz/delarosa-san-francisco-3?osq=Restaurants,4,1221,2,4,5,4,3,5,3,4,4,4,4,4,5,5,4,4,3,2,5,4,4,4,4,0,FALSE
113,https://www.yelp.com/biz/kin-khao-san-francisco-2?osq=Restaurants,4,2059,2,3.85,4,3,5,4,5,4,4,5,5,4,2,2,5,4,4,5,3,3,2,4,3.85,0.15,FALSE
114,https://www.yelp.com/biz/mona-lisa-restaurant-san-francisco?osq=Restaurants,4,1639,2,4,5,1,1,5,5,3,4,5,4,5,5,1,3,5,4,5,4,5,5,5,4,0,FALSE
115,https://www.yelp.com/biz/dancing-yak-san-francisco-9?osq=Restaurants,4.5,392,2,4.25,5,4,3,4,3,2,5,5,4,4,4,5,4,5,4,5,5,5,5,4,4.25,0.25,FALSE
116,https://www.yelp.com/biz/zazie-san-francisco?osq=Restaurants,4,4338,2,4.35,5,5,5,4,4,5,4,5,4,5,4,5,5,5,5,4,2,5,5,1,4.35,-0.35,FALSE
117,https://www.yelp.com/biz/emmys-spaghetti-shack-san-francisco-2?osq=Restaurants,4,525,2,4.05,5,4,4,3,4,4,3,4,4,4,5,3,4,4,4,5,5,2,5,5,4.05,-0.05,FALSE
118,https://www.yelp.com/biz/jang-soo-bbq-san-francisco?osq=Restaurants,4,546,2,3.65,5,3,5,4,5,4,1,4,3,4,4,1,5,5,3,3,5,3,5,1,3.65,0.35,FALSE
119,https://www.yelp.com/biz/beit-rima-san-francisco-3?osq=Restaurants,4.5,267,2,4.6,5,3,5,5,5,4,4,5,5,4,5,5,4,5,5,5,5,5,3,5,4.6,-0.1,FALSE
120,https://www.yelp.com/biz/lao-table-san-francisco?osq=Restaurants,4,997,2,3.85,4,3,3,4,5,5,4,3,5,4,2,3,5,4,2,4,3,5,4,5,3.85,0.15,FALSE
121,https://www.yelp.com/biz/ppq-dungeness-island-san-francisco-2?osq=Restaurants,4,3022,2,4.55,5,5,3,5,5,5,5,5,5,5,4,4,5,5,3,5,5,5,2,5,4.55,-0.55,FALSE
122,https://www.yelp.com/biz/izakaya-kou-san-francisco-2?osq=Restaurants,4,781,2,4.1,5,5,5,4,5,4,3,4,5,3,4,4,2,4,4,4,4,4,4,5,4.1,-0.1,FALSE
123,https://www.yelp.com/biz/the-dorian-san-francisco?osq=Restaurants,4,548,2,3.5,5,1,1,3,2,2,5,3,5,4,4,4,4,3,4,5,3,5,4,3,3.5,0.5,FALSE
124,https://www.yelp.com/biz/skool-san-francisco?osq=Restaurants,4,1736,2,3.85,4,3,3,4,4,2,4,4,5,4,5,5,4,2,4,5,4,4,3,4,3.85,0.15,FALSE
125,https://www.yelp.com/biz/noosh-san-francisco?osq=Restaurants,4,285,2,3.6,4,2,5,4,3,4,4,4,4,5,5,4,2,3,2,2,5,1,5,4,3.6,0.4,FALSE
126,https://www.yelp.com/biz/troya-san-francisco-3?osq=Restaurants,4,561,2,3.6,4,3,1,1,5,5,2,5,5,3,3,4,5,3,5,4,4,5,1,4,3.6,0.4,FALSE
127,https://www.yelp.com/biz/mandalay-san-francisco?osq=Restaurants,4,2126,2,4.35,5,4,4,4,4,5,5,5,5,2,4,5,4,3,5,5,5,5,5,3,4.35,-0.35,FALSE
128,https://www.yelp.com/biz/dumpling-kitchen-san-francisco?osq=Restaurants,4,1487,2,3.65,5,4,3,4,4,2,4,2,4,4,3,1,5,3,5,3,4,4,4,5,3.65,0.35,FALSE
129,https://www.yelp.com/biz/shizen-vegan-sushi-bar-and-izakaya-san-francisco?osq=Restaurants,4.5,1557,2,4.7,5,3,4,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,4.7,-0.2,FALSE
130,https://www.yelp.com/biz/tonys-pizza-napoletana-san-francisco?osq=Restaurants,4,4947,2,4.4,5,1,4,5,4,4,4,5,4,5,5,5,5,5,5,5,3,5,4,5,4.4,-0.4,FALSE
